property_id,square_feet,bedrooms,bathrooms,location_type,property_age_years,garage_spaces,has_garden,distance_to_city_center_km,school_rating,price_in_lakhs
PROP-2114,3503,5,3,Suburban,20,0,Yes,8.5,7.5,135.1
PROP-2115,3436,5,4,Urban,33,3,Yes,4.9,8.9,174.06
PROP-2116,2556,2,2,Suburban,14,0,Yes,6.5,5.7,88.78
PROP-2117,3736,5,3,Urban,13,1,No,1.4,4.5,178.47
PROP-2118,1865,3,2,Suburban,18,2,Yes,12.6,6.7,72.42
PROP-2119,2304,4,3,Suburban,14,0,Yes,7.3,6.2,88.58
PROP-2120,1134,2,2,Suburban,5,2,Yes,6.3,5.5,52.28
PROP-2121,2725,5,4,Urban,8,1,No,2.0,6.7,139.53
PROP-2122,1363,2,2,Urban,19,2,No,4.4,5.8,65.52
PROP-2123,1712,2,2,Rural,33,1,Yes,27.0,3.9,31.79
PROP-2124,2626,4,3,Urban,25,2,No,2.2,6.1,123.94
PROP-2125,1946,3,2,Suburban,17,2,No,14.0,5.0,67.8
PROP-2126,1904,1,1,Rural,27,1,No,18.1,7.2,41.1
PROP-2127,2783,4,3,Urban,8,0,No,4.7,5.8,138.44
PROP-2128,4195,5,4,Urban,31,1,No,3.5,8.6,200.61
PROP-2129,775,1,1,Suburban,5,1,Yes,13.8,9.4,32.47
PROP-2130,3509,4,2,Rural,13,2,Yes,31.9,7.9,99.85
PROP-2131,1186,1,1,Rural,27,2,Yes,30.9,4.3,22.39
PROP-2132,2842,4,3,Suburban,23,1,Yes,6.1,9.2,117.69
PROP-2133,3933,5,4,Suburban,12,2,Yes,16.6,9.3,160.08
PROP-2134,2722,4,3,Urban,11,2,No,1.4,6.8,141.22
PROP-2135,2253,4,4,Rural,18,2,No,31.2,8.9,68.81
PROP-2136,4115,5,3,Rural,20,1,No,19.8,5.9,117.05
PROP-2137,716,1,1,Urban,26,1,No,3.3,3.8,26.55
PROP-2138,882,3,2,Urban,18,1,No,1.5,5.6,48.83
PROP-2139,2806,4,3,Urban,23,1,No,1.7,9.6,135.39
PROP-2140,1819,2,2,Urban,25,1,No,5.4,4.4,72.86
PROP-2141,2808,4,3,Suburban,27,1,Yes,17.3,6.8,102.48
PROP-2142,2925,4,2,Urban,17,0,No,4.7,6.9,137.15
PROP-2143,760,1,2,Urban,28,2,No,5.3,6.0,30.33
PROP-2144,2143,3,2,Urban,16,1,No,5.6,6.1,103.77
PROP-2145,2731,4,3,Rural,3,0,Yes,19.5,6.9,76.89
PROP-2146,1272,1,1,Suburban,28,1,Yes,6.5,5.9,39.98
PROP-2147,4090,5,4,Suburban,3,1,Yes,6.0,4.5,161.72
PROP-2148,3445,5,4,Urban,9,1,Yes,3.1,7.1,171.15
PROP-2149,3292,4,3,Rural,24,1,No,19.1,8.5,96.62
PROP-2150,3122,4,4,Suburban,30,1,Yes,6.7,8.2,116.75
PROP-2151,3310,4,3,Urban,2,1,Yes,2.1,5.5,165.72
PROP-2152,2191,2,2,Urban,1,1,Yes,1.7,4.8,114.2
PROP-2153,3389,5,4,Urban,24,0,No,6.5,6.3,161.06
PROP-2154,1955,3,3,Urban,5,2,No,1.8,9.3,104.17
PROP-2155,4041,5,4,Suburban,25,1,No,12.5,7.8,152.66
PROP-2156,2411,4,3,Rural,7,1,No,25.1,7.9,71.04
PROP-2157,4164,5,3,Suburban,34,0,Yes,12.5,8.2,159.46
PROP-2158,2625,3,3,Suburban,26,1,No,7.2,7.5,97.7
PROP-2159,3012,4,3,Suburban,24,1,No,9.8,7.0,110.24
PROP-2160,1526,2,1,Suburban,17,1,Yes,6.6,7.9,57.34
PROP-2161,2639,3,3,Suburban,0,2,Yes,10.7,5.9,106.75
PROP-2162,4098,5,4,Urban,2,0,No,2.1,4.5,196.2
PROP-2163,1962,2,2,Urban,3,1,No,4.4,8.0,104.08
PROP-2164,2110,2,1,Suburban,14,2,Yes,14.3,8.8,81.77
PROP-2165,3359,4,4,Urban,7,3,No,4.2,5.0,170.85
PROP-2166,2974,4,3,Urban,18,0,Yes,3.6,8.1,152.21
PROP-2167,2383,4,2,Suburban,25,1,Yes,10.6,9.5,85.45
PROP-2168,2255,3,2,Rural,9,1,No,29.3,6.8,61.5
PROP-2169,2176,3,2,Suburban,13,0,Yes,8.6,5.5,81.81
PROP-2170,3321,5,3,Suburban,18,1,Yes,14.8,7.0,128.98
PROP-2171,3213,5,4,Suburban,29,0,Yes,15.1,5.9,113.84
PROP-2172,4071,5,4,Suburban,4,2,Yes,11.0,5.8,161.41
PROP-2173,3540,5,4,Suburban,30,1,Yes,9.6,7.5,137.49
PROP-2174,4167,5,4,Rural,6,0,Yes,23.0,4.2,127.64
PROP-2175,3047,4,2,Suburban,18,0,Yes,7.1,4.5,115.31
PROP-2176,2280,4,3,Suburban,30,2,Yes,6.6,6.8,94.96
PROP-2177,3520,5,3,Suburban,23,0,Yes,7.3,6.8,133.12
PROP-2178,1810,3,2,Suburban,33,2,Yes,8.2,7.3,66.55
PROP-2179,1408,2,1,Urban,22,1,No,4.0,9.8,65.25
PROP-2180,3596,5,4,Urban,5,1,No,6.1,7.0,177.74
PROP-2181,892,1,1,Urban,26,1,No,2.4,7.8,31.76
PROP-2182,3240,4,3,Rural,10,0,Yes,30.9,5.2,83.1
PROP-2183,1713,4,4,Urban,4,1,Yes,6.7,8.0,96.5
PROP-2184,878,1,1,Urban,16,0,Yes,6.8,6.0,38.08
PROP-2185,3245,3,3,Suburban,6,1,Yes,16.1,6.9,124.78
PROP-2186,1569,3,2,Urban,26,2,No,3.2,6.6,77.0
PROP-2187,1896,3,2,Suburban,14,1,No,6.9,8.5,75.24
PROP-2188,655,2,2,Urban,12,0,No,4.4,4.7,27.64
PROP-2189,4043,5,4,Rural,10,1,Yes,24.5,3.1,107.47
PROP-2190,1117,2,1,Rural,25,2,Yes,29.4,6.5,19.65
PROP-2191,2405,5,3,Rural,21,3,Yes,31.9,7.5,67.72
PROP-2192,724,1,1,Suburban,27,1,No,12.1,7.0,19.16
PROP-2193,653,1,1,Suburban,23,1,No,10.1,8.8,23.61
PROP-2194,2520,3,2,Urban,28,1,Yes,2.1,7.5,124.28
PROP-2195,1295,2,1,Urban,8,3,No,1.0,5.9,71.97
PROP-2196,767,2,1,Urban,3,2,Yes,4.1,3.1,42.79
PROP-2197,3578,5,3,Suburban,17,1,Yes,12.7,6.4,135.33
PROP-2198,2279,4,3,Suburban,15,1,Yes,15.9,8.4,88.66
PROP-2199,3201,3,2,Suburban,32,1,Yes,12.1,6.2,106.44
PROP-2200,2671,3,2,Urban,28,1,Yes,6.5,6.8,127.76
PROP-2201,1596,1,1,Suburban,9,2,No,13.5,7.5,57.29
PROP-2202,3271,5,4,Suburban,8,1,No,16.1,5.2,119.72
PROP-2203,2114,4,2,Suburban,30,0,Yes,7.8,7.8,75.83
PROP-2204,843,2,2,Suburban,27,2,Yes,16.3,9.4,30.47
PROP-2205,1496,2,2,Urban,2,2,No,5.1,6.5,78.82
PROP-2206,3412,5,4,Suburban,13,1,Yes,8.0,5.0,138.94
PROP-2207,2065,3,2,Suburban,24,2,Yes,8.3,6.7,79.06
PROP-2208,3747,5,3,Urban,14,1,No,6.6,3.2,166.95
PROP-2209,2108,2,1,Urban,1,2,No,1.2,7.3,107.37
PROP-2210,2870,4,3,Suburban,23,2,Yes,11.6,7.5,111.85
PROP-2211,4021,5,3,Suburban,13,1,Yes,9.8,9.5,159.81
PROP-2212,2318,3,2,Suburban,6,2,Yes,14.0,6.5,90.75
PROP-2213,3023,3,2,Urban,23,2,No,6.0,7.5,142.64
PROP-2214,2083,4,3,Rural,26,1,Yes,21.1,5.4,56.18
PROP-2215,1791,2,1,Suburban,29,1,Yes,11.1,6.2,59.75
PROP-2216,3533,5,4,Suburban,26,2,No,17.8,4.4,127.92
PROP-2217,2460,4,3,Suburban,14,1,Yes,15.4,6.5,93.97
PROP-2218,1373,1,1,Urban,25,1,Yes,6.4,6.3,58.74
PROP-2219,874,1,1,Suburban,0,2,Yes,11.3,7.3,45.83
PROP-2220,1181,2,1,Urban,3,2,No,2.4,5.8,64.75
PROP-2221,762,2,2,Rural,28,1,Yes,22.0,6.9,17.67
PROP-2222,2837,4,3,Suburban,0,1,Yes,14.6,6.3,118.77
PROP-2223,1208,2,1,Suburban,21,1,Yes,7.3,6.3,46.6
PROP-2224,2698,3,3,Suburban,10,1,Yes,9.2,6.9,110.51
PROP-2225,2787,4,3,Rural,9,0,Yes,15.8,6.9,79.04
PROP-2226,1303,2,1,Suburban,16,2,Yes,11.2,8.0,53.72
PROP-2227,969,1,1,Suburban,25,1,Yes,15.9,6.6,27.62
PROP-2228,2223,3,2,Suburban,20,1,Yes,6.3,6.2,91.16
PROP-2229,2478,3,3,Suburban,12,1,Yes,14.1,6.5,98.67
PROP-2230,2567,3,2,Suburban,8,3,Yes,17.2,5.7,98.24
PROP-2231,788,1,1,Urban,10,1,No,2.4,6.2,39.59
PROP-2232,3542,5,4,Suburban,10,0,Yes,14.3,10.0,143.1
PROP-2233,2676,4,4,Urban,5,0,No,6.9,5.3,132.13
PROP-2234,2956,4,3,Rural,0,1,Yes,31.4,6.4,82.37
PROP-2235,1551,2,1,Urban,5,1,No,2.4,6.2,77.92
PROP-2236,1339,2,2,Rural,12,1,Yes,16.7,6.4,38.24
PROP-2237,2689,3,2,Suburban,21,1,Yes,7.8,6.3,101.6
PROP-2238,659,1,1,Suburban,30,0,No,14.4,7.2,15.0
PROP-2239,910,2,1,Suburban,21,1,No,14.7,4.1,20.85
PROP-2240,2592,2,2,Urban,26,1,No,5.0,8.5,122.83
PROP-2241,2323,3,2,Urban,13,0,Yes,3.0,7.8,111.94
PROP-2242,2869,3,2,Urban,4,0,No,2.0,4.8,132.31
PROP-2243,3595,5,4,Suburban,31,0,Yes,13.0,3.2,126.31
PROP-2244,2710,4,3,Suburban,33,0,Yes,11.8,5.2,91.5
PROP-2245,1841,2,1,Suburban,6,2,Yes,14.7,6.4,68.52
PROP-2246,2269,4,2,Urban,9,0,Yes,3.6,10.0,120.34
PROP-2247,970,1,1,Urban,16,1,Yes,3.0,7.7,44.69
PROP-2248,1992,2,2,Suburban,29,0,Yes,9.5,3.9,60.12
PROP-2249,2286,3,3,Rural,20,3,Yes,18.6,5.7,75.69
PROP-2250,3026,4,3,Suburban,12,2,Yes,9.2,6.7,124.01
PROP-2251,3482,5,4,Suburban,0,1,No,7.1,7.2,140.05
PROP-2252,3474,5,4,Suburban,0,1,No,10.2,4.7,138.39
PROP-2253,2644,4,3,Urban,32,1,No,1.2,6.6,126.08
PROP-2254,3608,4,3,Rural,24,1,Yes,18.2,5.7,103.76
PROP-2255,2593,4,2,Suburban,25,0,Yes,15.0,5.0,88.98
PROP-2256,2688,3,3,Urban,12,2,No,3.0,7.2,137.69
PROP-2257,4140,5,4,Suburban,27,1,Yes,14.0,8.0,149.29
PROP-2258,1768,4,3,Urban,32,2,No,5.3,8.1,83.64
PROP-2259,2254,3,2,Rural,29,0,Yes,24.9,7.7,54.84
PROP-2260,3015,5,4,Urban,7,2,Yes,6.8,6.0,158.39
PROP-2261,885,2,2,Suburban,0,2,Yes,6.3,7.9,45.85
PROP-2262,2619,4,4,Urban,11,0,No,5.4,7.3,130.32
PROP-2263,983,1,1,Suburban,4,1,Yes,17.5,7.0,34.69
PROP-2264,2558,3,2,Suburban,23,0,Yes,16.3,5.8,86.31
PROP-2265,1025,1,1,Suburban,5,1,Yes,8.0,6.0,45.27
PROP-2266,4180,5,4,Suburban,24,1,Yes,9.9,6.9,162.82
PROP-2267,1810,2,1,Rural,0,1,Yes,17.9,10.0,56.1
PROP-2268,3285,5,4,Urban,24,1,Yes,4.6,7.3,159.49
PROP-2269,2220,3,2,Urban,0,3,No,5.3,5.8,114.0
PROP-2270,3210,5,4,Urban,31,0,No,2.9,5.5,148.67
PROP-2271,1969,3,2,Rural,2,3,Yes,24.2,6.0,60.34
PROP-2272,4041,5,4,Urban,18,1,No,5.1,10.0,202.87
PROP-2273,3615,5,4,Suburban,28,2,No,11.1,6.2,136.16
PROP-2274,2505,4,3,Suburban,1,1,Yes,16.2,8.3,105.94
PROP-2275,2022,3,2,Urban,8,0,No,5.6,6.2,91.87
PROP-2276,1522,1,1,Urban,16,2,No,1.4,7.2,77.4
PROP-2277,1902,3,1,Urban,16,1,No,4.7,8.1,81.9
PROP-2278,2967,4,3,Suburban,11,2,Yes,8.8,5.9,122.67
PROP-2279,2501,4,3,Urban,19,1,Yes,4.3,5.8,127.25
PROP-2280,3495,5,4,Urban,2,1,Yes,6.7,9.5,182.03
PROP-2281,1964,2,1,Rural,3,1,No,29.9,8.4,54.03
PROP-2282,1374,1,1,Rural,16,2,Yes,21.9,8.1,36.36
PROP-2283,3886,5,4,Urban,14,0,No,2.7,8.1,190.08
PROP-2284,2702,3,2,Urban,32,2,Yes,2.4,7.5,131.07
PROP-2285,3548,5,4,Urban,15,2,No,4.2,10.0,192.49
PROP-2286,4100,4,3,Suburban,10,0,Yes,7.4,6.9,162.01
PROP-2287,727,3,2,Suburban,19,0,No,12.6,7.7,27.76
PROP-2288,4131,5,4,Urban,23,2,No,1.0,4.5,194.57
PROP-2289,3271,5,4,Urban,15,1,No,2.9,5.5,160.9
PROP-2290,781,1,1,Suburban,29,1,No,8.6,4.9,15.0
PROP-2291,1250,2,1,Suburban,33,0,Yes,17.7,8.8,39.84
PROP-2292,2422,4,3,Urban,0,1,No,5.4,2.7,119.28
PROP-2293,1715,3,2,Suburban,23,0,Yes,10.2,6.2,57.62
PROP-2294,2786,4,3,Urban,23,1,No,1.6,2.0,127.22
PROP-2295,3099,4,3,Urban,8,2,No,4.1,5.5,150.36
PROP-2296,2993,5,4,Suburban,21,1,Yes,8.6,6.0,118.95
PROP-2297,2513,5,4,Suburban,11,1,Yes,12.4,9.0,104.93
PROP-2298,1968,3,2,Suburban,16,3,No,16.0,7.4,75.47
PROP-2299,1265,3,2,Rural,24,2,No,25.5,5.5,29.36
PROP-2300,3497,5,4,Suburban,27,2,Yes,13.6,8.5,137.08
PROP-2301,3119,5,3,Suburban,14,1,Yes,12.5,6.8,121.55
PROP-2302,2538,4,4,Suburban,29,2,Yes,17.1,6.9,96.89
PROP-2303,1696,2,1,Rural,26,0,Yes,30.8,4.9,31.28
PROP-2304,1224,1,1,Rural,21,0,Yes,23.7,5.2,16.28
PROP-2305,2840,5,4,Urban,9,1,No,2.8,5.5,144.45
PROP-2306,1642,2,2,Rural,30,1,No,22.8,6.9,38.08
PROP-2307,3362,4,3,Suburban,26,2,Yes,8.2,6.9,131.49
PROP-2308,2842,4,3,Suburban,11,1,Yes,13.6,9.3,115.51
PROP-2309,1898,2,1,Urban,30,2,No,4.0,7.4,87.87
PROP-2310,3704,5,4,Suburban,31,2,Yes,7.2,2.5,139.05
PROP-2311,1152,2,2,Rural,31,1,Yes,18.4,7.2,29.25
PROP-2312,2647,4,3,Urban,34,1,Yes,3.9,4.5,115.71
PROP-2313,1470,2,1,Rural,20,1,No,30.1,5.3,19.14
PROP-2314,2801,4,4,Urban,9,1,Yes,4.4,5.5,146.23
PROP-2315,3760,5,3,Urban,15,0,No,5.1,5.7,171.82
PROP-2316,2620,4,2,Suburban,6,3,Yes,10.1,4.6,108.97
PROP-2317,847,2,2,Suburban,3,0,Yes,12.9,7.1,35.44
PROP-2318,2319,4,3,Suburban,26,0,No,11.4,4.5,74.92
PROP-2319,3276,4,3,Urban,24,2,Yes,5.0,7.4,162.44
PROP-2320,3088,5,4,Rural,30,1,Yes,15.9,10.0,96.15
PROP-2321,1852,2,1,Urban,10,2,No,4.0,4.7,94.91
PROP-2322,3251,5,3,Urban,19,1,Yes,2.8,6.3,159.17
PROP-2323,2121,2,1,Urban,16,1,No,3.0,2.8,97.41
PROP-2324,3736,4,3,Suburban,10,1,Yes,17.5,6.3,141.77
PROP-2325,2296,3,2,Rural,29,1,Yes,18.1,7.8,59.48
PROP-2326,2342,3,3,Suburban,34,1,No,9.7,8.0,85.3
PROP-2327,1962,3,3,Suburban,21,2,No,12.1,6.9,75.84
PROP-2328,2685,4,3,Urban,26,1,No,6.2,8.2,128.1
PROP-2329,1127,2,2,Suburban,34,3,Yes,11.0,10.0,47.95
PROP-2330,1904,3,2,Suburban,3,0,Yes,14.9,9.5,76.49
PROP-2331,1572,2,2,Suburban,15,1,Yes,16.3,6.0,53.48
PROP-2332,1069,1,1,Urban,15,1,No,2.9,4.5,48.7
PROP-2333,2854,5,4,Suburban,20,3,Yes,10.7,6.2,117.29
PROP-2334,3247,5,3,Suburban,25,0,Yes,10.3,5.3,119.2
PROP-2335,4162,5,3,Suburban,18,1,Yes,16.0,7.5,158.13
PROP-2336,1770,3,3,Suburban,16,2,Yes,6.5,4.9,74.11
PROP-2337,3718,5,4,Urban,25,1,Yes,2.9,6.7,177.22
PROP-2338,3694,5,4,Suburban,21,2,Yes,14.2,8.1,150.17
PROP-2339,4132,5,4,Urban,27,0,No,4.4,6.6,192.92
PROP-2340,1600,2,1,Rural,0,2,Yes,22.4,5.3,46.14
PROP-2341,2986,5,3,Suburban,1,3,No,12.5,8.7,128.79
PROP-2342,1927,2,1,Urban,16,2,No,2.2,3.8,88.95
PROP-2343,2893,4,4,Rural,20,1,Yes,22.3,6.3,85.56
PROP-2344,3295,5,3,Suburban,8,0,No,12.0,6.7,127.02
PROP-2345,2507,3,1,Urban,12,3,No,6.4,6.8,125.11
PROP-2346,1166,2,1,Suburban,10,1,No,9.1,7.1,48.62
PROP-2347,2308,2,2,Urban,15,0,Yes,6.2,7.8,113.28
PROP-2348,2515,4,2,Suburban,15,2,No,13.7,6.7,94.38
PROP-2349,3562,5,3,Suburban,1,1,Yes,6.2,6.2,142.34
PROP-2350,1791,3,2,Rural,7,0,Yes,27.3,6.1,52.59
PROP-2351,3503,4,4,Suburban,12,1,Yes,6.4,5.8,137.85
PROP-2352,2582,4,2,Suburban,16,0,Yes,18.0,8.1,93.98
PROP-2353,3880,5,3,Suburban,23,1,No,16.5,5.8,132.32
PROP-2354,1464,2,2,Urban,2,2,No,2.8,8.2,82.23
PROP-2355,2925,4,3,Suburban,29,1,No,9.1,6.8,106.28
PROP-2356,2550,4,3,Suburban,12,2,Yes,10.6,6.0,98.53
PROP-2357,2913,5,3,Urban,18,2,No,3.1,7.8,148.78
PROP-2358,3645,4,3,Suburban,6,2,No,10.5,5.6,138.49
PROP-2359,2712,3,2,Rural,8,0,No,20.4,7.8,83.16
PROP-2360,3878,5,4,Rural,18,2,Yes,25.6,7.1,112.56
PROP-2361,3982,5,4,Urban,21,1,No,2.0,5.8,189.27
PROP-2362,3878,5,4,Urban,17,1,No,6.1,7.6,185.12
PROP-2363,2744,4,3,Urban,22,2,No,5.9,7.7,138.61
PROP-2364,3021,5,4,Rural,1,1,Yes,23.1,8.7,98.01
PROP-2365,3541,5,4,Urban,10,3,No,6.1,8.3,179.39
PROP-2366,779,2,1,Suburban,30,0,Yes,9.0,7.6,27.05
PROP-2367,4132,5,4,Urban,32,2,No,1.1,5.0,190.08
PROP-2368,744,1,1,Suburban,13,0,Yes,13.4,10.0,31.31
PROP-2369,3324,4,2,Urban,15,3,No,3.7,4.6,166.42
PROP-2370,3452,5,4,Suburban,10,0,No,12.8,8.3,135.6
PROP-2371,2605,3,2,Urban,32,0,Yes,6.4,7.5,120.57
PROP-2372,4013,5,4,Suburban,6,1,Yes,17.6,4.9,156.77
PROP-2373,1443,2,2,Urban,30,1,No,4.8,6.6,68.89
PROP-2374,2484,3,2,Suburban,13,1,No,15.2,6.7,93.36
PROP-2375,4004,5,4,Rural,27,1,Yes,16.4,8.9,121.18
PROP-2376,2766,4,3,Urban,15,1,No,2.0,5.7,137.73
PROP-2377,2333,4,3,Rural,18,0,Yes,27.5,6.4,58.33
PROP-2378,660,1,1,Suburban,16,1,Yes,11.2,3.1,21.04
PROP-2379,3975,5,4,Urban,25,2,No,3.7,9.6,192.63
PROP-2380,2515,4,4,Suburban,5,2,Yes,9.7,5.1,105.06
PROP-2381,3569,5,4,Urban,8,2,Yes,4.6,7.3,174.02
PROP-2382,3247,4,2,Suburban,16,2,Yes,8.2,6.6,128.59
PROP-2383,3855,5,4,Suburban,30,1,Yes,13.5,6.6,141.12
PROP-2384,1361,2,2,Urban,11,0,No,2.0,8.1,72.01
PROP-2385,2720,5,4,Suburban,22,1,Yes,6.8,9.5,116.02
PROP-2386,1464,2,2,Suburban,4,2,Yes,10.0,7.2,68.67
PROP-2387,995,1,1,Rural,2,3,Yes,18.9,7.8,31.78
PROP-2388,2999,5,4,Suburban,23,1,Yes,16.7,7.3,118.96
PROP-2389,1012,1,1,Rural,16,0,Yes,15.9,8.4,32.85
PROP-2390,3093,5,4,Suburban,25,0,Yes,8.1,6.1,120.94
PROP-2391,2915,4,3,Urban,3,1,No,4.3,8.5,151.74
PROP-2392,2838,5,4,Suburban,11,1,No,11.8,8.6,115.7
PROP-2393,3655,5,4,Suburban,0,0,Yes,6.6,8.5,150.64
PROP-2394,3931,5,3,Suburban,20,3,Yes,6.1,5.7,158.63
PROP-2395,1634,3,2,Suburban,18,1,Yes,17.9,6.5,54.15
PROP-2396,3690,5,3,Suburban,20,3,No,13.9,7.2,139.98
PROP-2397,2289,3,2,Suburban,17,2,Yes,10.4,4.6,80.45
PROP-2398,1477,2,1,Suburban,2,2,Yes,11.6,9.4,64.15
PROP-2399,3380,4,2,Urban,31,2,No,2.6,6.8,159.94
PROP-2400,4181,5,4,Suburban,9,2,No,10.1,7.3,166.44
PROP-2401,3701,5,3,Suburban,14,2,No,13.8,5.9,140.01
PROP-2402,1005,1,1,Urban,4,2,No,6.3,4.7,49.11
PROP-2403,3705,5,3,Suburban,3,1,Yes,8.2,5.8,142.21
PROP-2404,1997,3,2,Suburban,27,3,Yes,16.1,7.2,74.34
PROP-2405,3854,5,3,Urban,3,2,No,1.7,7.9,193.89
PROP-2406,3585,5,3,Urban,14,2,No,2.3,7.1,175.99
PROP-2407,2513,2,2,Urban,16,2,Yes,1.2,7.4,128.22
PROP-2408,776,1,1,Rural,2,1,No,17.4,6.3,16.18
PROP-2409,3827,5,4,Urban,9,0,No,6.5,7.6,184.26
PROP-2410,3706,5,4,Urban,22,1,No,3.8,9.2,174.83
PROP-2411,1253,1,2,Suburban,17,1,No,6.9,7.9,45.13
PROP-2412,4099,5,4,Urban,0,2,Yes,6.8,8.1,207.94
PROP-2413,2578,4,3,Urban,34,1,No,6.3,7.3,118.86
PROP-2414,1663,2,2,Urban,30,1,No,5.5,4.4,65.75
PROP-2415,700,1,1,Suburban,0,1,No,17.2,5.1,22.2
PROP-2416,3750,5,4,Suburban,2,0,Yes,8.6,7.5,151.91
PROP-2417,4183,5,4,Urban,2,2,No,6.0,6.8,215.05
PROP-2418,4017,5,4,Suburban,18,2,No,14.3,7.5,155.02
PROP-2419,4018,5,4,Rural,28,0,Yes,29.8,9.5,104.21
PROP-2420,3476,5,4,Urban,24,1,No,5.8,8.0,163.71
PROP-2421,2080,4,3,Urban,32,1,No,3.1,8.8,101.27
PROP-2422,2442,4,3,Urban,28,0,No,5.6,7.0,109.07
PROP-2423,3511,5,3,Suburban,25,0,Yes,9.1,5.5,119.34
PROP-2424,2286,3,3,Suburban,3,3,Yes,9.9,6.7,104.6
PROP-2425,4126,5,4,Urban,13,1,Yes,1.6,5.5,206.74
PROP-2426,4067,5,4,Suburban,26,1,Yes,17.2,9.3,156.27
PROP-2427,2295,4,3,Urban,32,0,No,2.7,8.1,105.26
PROP-2428,3117,4,2,Suburban,21,2,Yes,12.2,7.6,121.41
PROP-2429,1855,4,3,Suburban,2,2,Yes,10.7,8.8,85.05
PROP-2430,3680,5,4,Urban,22,2,No,6.8,3.6,174.14
PROP-2431,3522,5,4,Suburban,20,0,No,10.0,7.7,129.5
PROP-2432,3722,5,3,Urban,22,2,No,5.7,4.7,181.07
PROP-2433,2504,3,3,Suburban,3,1,Yes,16.3,6.8,93.68
PROP-2434,1216,1,1,Urban,20,1,No,3.6,6.3,57.26
PROP-2435,3068,3,2,Rural,30,1,Yes,21.4,7.9,80.87
PROP-2436,1585,2,2,Urban,20,1,No,5.5,7.2,72.07
PROP-2437,2584,3,2,Rural,25,2,Yes,30.5,9.0,69.29
PROP-2438,3358,4,3,Urban,34,3,No,5.5,5.8,159.28
PROP-2439,4152,5,4,Suburban,23,1,No,8.7,7.9,162.0
PROP-2440,3666,4,4,Urban,10,2,No,6.3,7.1,182.02
PROP-2441,1982,3,2,Rural,28,2,Yes,21.6,4.2,45.71
PROP-2442,3858,4,2,Urban,2,3,No,4.5,5.3,190.11
PROP-2443,851,1,1,Urban,0,1,No,6.0,6.6,50.08
PROP-2444,4157,5,3,Suburban,18,1,Yes,8.3,8.6,167.58
PROP-2445,3010,5,4,Urban,21,1,No,5.7,7.5,150.94
PROP-2446,766,1,1,Urban,13,2,No,4.6,4.9,38.22
PROP-2447,1586,3,2,Rural,13,0,Yes,30.2,6.6,40.38
PROP-2448,1224,2,1,Rural,15,1,Yes,17.9,10.0,41.7
PROP-2449,2941,5,3,Urban,32,1,No,3.5,7.0,137.33
PROP-2450,1186,1,1,Rural,12,1,No,29.2,6.3,15.11
PROP-2451,2275,3,2,Suburban,11,2,Yes,6.2,7.6,95.61
PROP-2452,2772,5,4,Urban,32,2,No,1.7,8.0,135.29
PROP-2453,1035,1,1,Suburban,32,2,Yes,17.9,6.1,24.74
PROP-2454,3931,5,3,Suburban,28,2,No,9.4,7.6,144.78
PROP-2455,1124,2,1,Rural,4,1,No,31.6,6.3,30.94
PROP-2456,1067,1,1,Urban,5,1,No,2.1,8.0,56.12
PROP-2457,3044,3,2,Suburban,30,1,Yes,10.3,7.1,110.6
PROP-2458,3337,5,3,Urban,15,0,No,5.5,7.6,156.49
PROP-2459,1588,3,2,Urban,30,1,Yes,4.9,5.6,67.59
PROP-2460,1604,1,1,Urban,24,2,No,4.5,5.5,66.67
PROP-2461,1525,3,3,Rural,32,1,No,24.0,8.3,39.96
PROP-2462,1412,2,1,Suburban,12,2,Yes,16.1,6.7,54.97
PROP-2463,1852,1,1,Suburban,9,1,Yes,8.8,7.3,72.8
PROP-2464,1855,2,2,Suburban,23,0,No,11.3,6.3,62.42
PROP-2465,1313,2,1,Urban,9,0,No,1.9,8.2,63.11
PROP-2466,674,1,1,Urban,30,1,No,4.6,5.8,28.22
PROP-2467,2640,3,2,Urban,12,1,No,2.5,6.6,124.98
PROP-2468,1853,2,2,Urban,2,0,Yes,3.0,8.1,102.14
PROP-2469,1359,3,2,Suburban,33,1,Yes,11.7,8.7,52.0
PROP-2470,2529,4,3,Suburban,27,1,No,6.3,6.0,86.69
PROP-2471,1834,2,2,Urban,18,1,Yes,1.6,9.9,93.32
PROP-2472,2874,4,3,Urban,22,2,Yes,5.1,7.3,137.55
PROP-2473,934,2,1,Urban,31,2,No,3.6,5.1,42.88
PROP-2474,712,1,1,Suburban,12,1,Yes,16.4,7.4,25.26
PROP-2475,1652,2,2,Rural,32,2,Yes,26.8,6.2,28.4
PROP-2476,1311,1,1,Suburban,33,2,Yes,6.1,7.5,47.66
PROP-2477,3363,4,3,Suburban,32,2,Yes,13.4,6.7,122.08
PROP-2478,2853,4,3,Suburban,4,1,Yes,7.1,6.9,113.28
PROP-2479,2142,3,3,Urban,2,0,Yes,5.7,5.3,114.35
PROP-2480,3770,5,4,Urban,6,2,No,6.9,8.4,191.38
PROP-2481,1616,3,3,Rural,23,1,Yes,24.0,5.0,39.03
PROP-2482,1498,3,2,Suburban,21,3,Yes,14.2,5.0,56.82
PROP-2483,1757,3,2,Urban,22,2,No,2.4,7.4,82.1
PROP-2484,4082,5,3,Suburban,29,1,No,11.3,9.4,146.81
